row	word	verdicts	sweep_s	first_in_list	rc	diverged	platform	tree	wall_s	post_s
internal/godebug	DIVERGED	5	51	1	1	1	windows/amd64	8fc439415f86446b78a04f9f1f1131544a07cd87	51	0
