row	word	verdicts	sweep_s	first_in_list	rc	diverged	platform	tree	wall_s	post_s
internal/coverage/cfile	PASS	15	93	1	0	0	windows/amd64	8fc439415f86446b78a04f9f1f1131544a07cd87	93	0
