row	word	verdicts	sweep_s	first_in_list	rc	diverged	platform	tree	wall_s	post_s
crypto/internal/fips140test	DIVERGED	2267	179	1	1	52	windows/amd64	0adf2e4318ef8313febb38048a9b0e947b256723	179	2
