row	word	verdicts	sweep_s	first_in_list	rc	diverged	platform	tree	wall_s	post_s
runtime/pprof	DIVERGED	155	175	1	1	37	windows/amd64	f545b18d4d5e9767a07d8b3bd428702ec960f037	175	0
