row	word	verdicts	sweep_s	first_in_list	rc	diverged	platform	tree	wall_s	post_s
crypto/tls	PASS	4759	2216	1	0	0	windows/amd64	d095fe81085b9e636281344e752a748cfff4f884	2216	0
