row	word	verdicts	sweep_s	first_in_list	rc	diverged	platform	tree	wall_s	post_s
crypto/tls	DIVERGED	4759	467	1	1	9	windows/amd64	4a960d31a34973497e13a3e519e2461e6f023056	467	2
